OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,DiscountPct,Region,DeliveryDays,OrderStatus
201303,2025-06-04,5133,1047,10,204.85,0,West,2,Completed
201304,2025-08-24,5177,1020,1,62.48,0,South,3,Completed
201305,2025-05-08,5087,1068,5,212.71,0,North,3,Completed
201306,2024-08-17,5159,1027,3,104.31,0.1,South,2,Completed
201307,2025-08-06,5256,1059,6,140.58,0.1,East,5,Returned
201308,2024-07-26,5269,1030,1,145.77,0.05,North,3,Completed
201309,2025-07-01,5139,1071,2,131.99,0,West,3,Completed
201310,2024-09-07,5268,1032,3,232.28,0.05,East,3,Completed
201311,2024-06-30,5354,1059,3,127.57,0.05,North,2,Completed
201312,2024-05-15,5426,1009,1,213.2,0,North,4,Completed
201313,2025-07-03,5238,1013,1,121.06,0.1,East,3,Returned
201314,2025-05-02,5227,1011,2,34.65,0,North,4,Completed
201315,2024-04-24,5298,1056,2,336.57,0.05,North,4,Completed
201316,2024-01-01,5387,1059,2,136.88,0,West,3,Completed
201317,2024-10-17,5248,1066,1,162.5,0.15,South,,Cancelled
201318,2025-05-30,5141,1072,2,81.83,0.2,West,3,Completed
201319,2025-04-26,5164,1066,1,171.62,0.1,West,2,Completed
201320,2024-12-16,5442,1057,2,71.62,0,North,5,Completed
201321,2025-05-28,5110,1040,4,279.99,0,North,6,Completed
201322,2024-11-27,5108,1020,4,62.38,0.1,East,4,Completed
201323,2025-06-12,5081,1042,3,17.35,0.1,North,,Cancelled
201324,2024-09-26,5138,1030,5,131.53,0,East,3,Completed
201325,2025-04-05,5182,1041,2,43.89,0.1,West,7,Completed
201326,2024-12-28,5029,1053,1,200.06,0,West,5,Completed
201327,2025-11-08,5104,1027,1,107.15,0,South,5,Completed
201328,2025-07-27,5167,1072,4,76.82,0.05,West,3,Completed
201329,2024-06-13,5039,1032,2,227.0,0.1,West,8,Completed
201330,2025-12-05,5024,1050,3,81.83,0,East,,Cancelled
201331,2024-03-01,5301,1049,3,23.71,0,West,6,Completed
201332,2024-05-17,5057,1061,1,154.76,0.2,East,5,Returned
201333,2025-08-26,5448,1020,1,57.73,0,North,4,Completed
201334,2025-07-24,5391,1034,1,142.92,0,West,1,Completed
201335,2025-01-04,5403,1041,2,44.96,0.15,South,3,Returned
201336,2024-12-07,5236,1047,10,204.47,0,West,7,Completed
201337,2025-10-19,5072,1016,2,55.2,0,West,4,Completed
201338,2025-01-17,5468,1066,2,167.99,0,North,5,Completed
201339,2025-05-18,5405,1069,1,163.9,0,West,2,Completed
201340,2025-06-28,5286,1015,2,239.02,0.15,South,3,Completed
201341,2024-03-15,5333,1025,2,198.69,0,South,6,Completed
201342,2025-10-28,5379,1020,1,59.33,0.05,South,5,Completed
201343,2024-01-22,5379,1056,1,328.09,0.05,South,1,Completed
201344,2024-06-03,5166,1055,1,264.88,0.05,East,3,Completed
201345,2025-08-11,5341,1026,5,66.84,0.1,South,2,Returned
201346,2024-11-11,5076,1027,1,114.49,0.05,South,5,Completed
201347,2024-03-11,5277,1045,1,107.9,0,East,3,Completed
201348,2024-08-26,5218,1035,1,222.45,0,North,6,Returned
201349,2025-01-19,5226,1016,5,56.41,0.15,West,1,Completed
201350,2024-07-22,5225,1052,2,304.36,0.1,North,2,Completed
201351,2024-05-04,5468,1067,1,230.89,0.15,North,3,Completed
201352,2024-07-14,5163,1054,1,256.3,0.05,East,3,Completed
201353,2024-01-17,5484,1059,4,140.78,0,North,3,Completed
201354,2024-03-07,5485,1040,5,291.03,0,South,2,Completed
201355,2025-04-27,5330,1050,8,80.95,0.1,South,1,Completed
201356,2024-06-30,5434,1032,1,233.57,0,North,5,Completed
201357,2025-11-07,5032,1027,3,108.52,0.1,North,2,Completed
201358,2025-11-15,5266,1020,5,57.1,0,East,3,Completed
201359,2025-10-02,5157,1052,5,301.71,0.05,West,1,Completed
201360,2024-02-05,5015,1061,1,151.04,0,South,5,Completed
201361,2024-06-22,5370,1068,1,190.68,0.15,West,8,Completed
201362,2025-04-20,5058,1061,5,143.24,0.05,North,,Cancelled
201363,2024-11-14,5309,1001,5,160.33,0,West,4,Completed
201364,2025-05-04,5490,1013,4,121.93,0.05,West,4,Completed
201365,2024-08-18,5413,1019,3,102.35,0.1,North,4,Completed
201366,2024-09-13,5128,1029,3,207.96,0,West,4,Completed
201367,2025-08-14,5267,1067,1,219.05,0.15,North,,Cancelled
201368,2025-08-16,5192,1019,5,109.33,0.1,North,4,Completed
201369,2024-07-05,5407,1026,3,63.97,0.1,South,3,Completed
201370,2025-05-10,5006,1062,1,192.31,0.15,West,3,Completed
201371,2025-09-28,5110,1059,2,137.3,0.1,North,4,Completed
201372,2024-07-09,5173,1044,4,139.72,0,West,4,Completed
201373,2025-06-15,5343,1044,4,130.41,0,South,4,Completed
201374,2025-04-13,5049,1030,1,131.2,0.1,East,3,Completed
201375,2025-07-20,5232,1056,1,332.98,0.15,West,,Cancelled
201376,2024-07-18,5204,1066,3,161.42,0.1,East,5,Completed
201377,2025-07-30,5270,1020,2,58.63,0.1,North,2,Completed
201378,2024-06-19,5485,1068,1,204.65,0,South,4,Completed
201379,2025-07-07,5432,1020,3,57.99,0.15,South,,Cancelled
201380,2024-10-30,5492,1052,2,320.14,0,East,3,Completed
201381,2024-01-01,5370,1039,3,176.1,0.05,West,5,Completed
201382,2024-03-01,5305,1009,1,201.71,0,West,8,Completed
201383,2025-02-04,5500,1032,3,218.93,0,West,5,Completed
201384,2024-10-09,5037,1029,2,198.22,0.1,South,4,Completed
201385,2024-05-25,5106,1057,4,65.76,0,East,3,Completed
201386,2024-08-25,5053,1061,1,154.96,0,North,3,Completed
201387,2024-10-05,5037,1044,1,134.5,0.1,South,,Cancelled
201388,2025-03-12,5321,1060,5,126.86,0.05,South,5,Completed
201389,2024-04-15,5116,1067,3,234.46,0.2,West,3,Completed
201390,2025-12-19,5436,1064,2,103.24,0.05,West,,Cancelled
201391,2024-09-14,5144,1036,1,239.22,0.05,North,3,Completed
201392,2025-12-31,5007,1013,1,129.56,0,East,4,Completed
201393,2025-07-28,5054,1063,2,233.1,0.05,East,4,Completed
201394,2025-08-27,5022,1014,3,32.86,0,East,7,Completed
201395,2025-08-17,5123,1047,6,199.05,0,East,5,Completed
201396,2025-04-16,5178,1057,2,71.93,0.15,East,4,Completed
201397,2025-11-16,5399,1056,1,338.34,0,East,3,Returned
201398,2024-01-30,5150,1053,5,214.42,0,North,3,Completed
201399,2024-10-10,5499,1032,1,242.21,0,South,3,Completed
201400,2024-08-02,5407,1021,5,118.44,0.05,South,5,Completed
201401,2025-05-26,5400,1023,1,206.66,0.05,West,5,Completed
201402,2024-11-09,5117,1041,3,45.73,0.05,North,3,Completed
201403,2024-07-26,5096,1049,3,25.06,0,West,6,Completed
201404,2024-06-21,5387,1021,1,120.91,0.05,West,4,Completed
201405,2025-07-27,5287,1038,2,205.49,0.05,North,2,Completed
201406,2024-09-26,5307,1052,2,306.01,0,West,3,Completed
201407,2025-09-20,5433,1038,1,212.17,0.2,North,1,Completed
201408,2025-11-14,5281,1020,1,61.17,0,West,,Cancelled
201409,2024-08-19,5113,1032,4,221.95,0,North,7,Completed
201410,2025-03-25,5440,1062,2,179.33,0.05,North,5,Completed
201411,2025-10-04,5298,1052,6,311.3,0,North,5,Completed
201412,2025-03-17,5187,1034,6,134.93,0.15,East,3,Completed
201413,2024-11-25,5491,1018,10,323.25,0,South,2,Completed
201414,2025-12-26,5470,1065,1,66.39,0.1,East,4,Completed
201415,2024-08-17,5368,1071,2,129.07,0,North,3,Completed
201416,2024-06-24,5224,1009,2,221.58,0.05,West,3,Completed
201417,2024-03-06,5362,1019,1,106.23,0.1,West,7,Completed
201418,2025-12-31,5373,1004,2,145.77,0.1,West,3,Completed
201419,2024-11-13,5339,1058,3,208.58,0,South,6,Completed
201420,2024-05-27,5485,1053,10,215.59,0.05,South,8,Completed
201421,2025-08-24,5028,1046,10,70.92,0.05,East,5,Completed
201422,2024-09-11,5376,1025,4,208.53,0.2,West,,Cancelled
201423,2024-05-02,5016,1064,1,101.17,0,East,4,Completed
201424,2025-01-25,5413,1053,1,195.35,0,North,3,Completed
201425,2024-09-15,5363,1056,1,321.13,0,East,8,Completed
201426,2024-12-13,5325,1011,1,36.39,0,West,1,Completed
201427,2025-11-30,5286,1008,1,116.39,0.2,South,1,Completed
201428,2024-01-29,5197,1040,2,258.44,0,East,2,Completed
201429,2024-07-05,5326,1064,10,100.94,0,South,2,Completed
201430,2025-03-27,5192,1023,5,191.49,0,North,5,Completed
201431,2025-07-04,5016,1005,4,85.73,0,East,7,Returned
201432,2025-11-30,5056,1045,2,112.04,0.15,East,4,Completed
201433,2025-04-10,5314,1044,2,137.93,0,North,2,Returned
201434,2024-12-12,5284,1009,1,210.64,0.2,East,5,Completed
201435,2024-03-01,5022,1046,6,74.36,0.1,East,4,Returned
201436,2025-06-16,5430,1013,3,129.1,0.15,South,4,Completed
201437,2025-07-13,5268,1051,1,254.34,0,East,3,Completed
201438,2025-02-17,5321,1055,1,257.16,0,South,4,Completed
201439,2024-11-09,5313,1050,4,78.84,0,East,1,Completed
201440,2024-07-11,5426,1006,1,214.46,0.05,North,,Cancelled
201441,2025-10-18,5278,1023,1,212.49,0,West,3,Completed
201442,2024-02-23,5181,1069,3,173.51,0,East,5,Completed
201443,2025-11-28,5261,1048,6,325.91,0,South,6,Completed
201444,2024-03-15,5365,1041,2,47.53,0.05,South,1,Completed
201445,2025-12-06,5196,1027,1,111.89,0.15,North,6,Completed
201446,2025-02-03,5170,1023,2,188.81,0.1,North,2,Completed
201447,2025-03-08,5127,1034,3,134.75,0.15,North,7,Completed
201448,2025-02-23,5335,1035,2,226.66,0,East,6,Completed
201449,2024-09-16,5419,1063,3,228.13,0,South,3,Completed
201450,2024-03-13,5340,1029,1,195.77,0.15,North,2,Completed
201451,2024-09-19,5168,1022,3,37.19,0.05,West,,Cancelled
201452,2025-08-06,5147,1037,4,144.34,0,West,2,Completed
201453,2025-05-24,5045,1072,2,77.2,0,East,2,Completed
201454,2024-07-07,5020,1050,3,76.4,0,East,3,Completed
201455,2025-03-28,5379,1019,1,108.88,0.15,South,2,Completed
201456,2024-02-14,5108,1041,8,49.56,0,East,6,Completed
201457,2024-07-24,5180,1060,1,129.24,0,North,3,Returned
201458,2025-10-04,5116,1024,3,120.98,0,West,1,Completed
201459,2024-10-21,5126,1068,1,189.77,0.2,West,4,Completed
201460,2025-07-01,5210,1067,3,218.87,0.1,South,1,Completed
201461,2025-12-01,5462,1014,2,36.05,0.05,West,5,Completed
201462,2025-10-05,5062,1029,2,204.19,0,West,3,Completed
201463,2024-10-16,5293,1050,2,74.44,0.15,West,3,Completed
201464,2025-10-13,5129,1045,6,112.6,0,South,3,Completed
201465,2025-10-14,5074,1037,8,133.27,0,West,2,Completed
201466,2025-03-18,5379,1003,1,267.59,0,South,4,Completed
201467,2024-05-08,5117,1052,2,317.86,0.15,North,3,Completed
201468,2025-03-30,5376,1058,2,211.11,0,West,,Cancelled
201469,2024-07-29,5069,1068,3,212.74,0.05,East,4,Completed
201470,2025-04-19,5402,1047,4,205.51,0,West,2,Completed
201471,2024-04-21,5073,1061,2,159.05,0.15,West,6,Completed
201472,2024-07-23,5212,1007,2,155.27,0,South,4,Completed
201473,2024-01-25,5093,1057,2,67.14,0.05,North,5,Completed
201474,2025-10-18,5289,1020,4,59.0,0,West,3,Completed
201475,2025-05-13,5445,1017,6,78.05,0.05,West,6,Completed
201476,2024-03-07,5347,1013,1,120.73,0.15,South,5,Completed
201477,2024-07-26,5161,1046,8,66.73,0,West,4,Completed
201478,2025-05-01,5162,1058,1,214.74,0,South,2,Completed
201479,2024-06-16,5451,1020,2,57.07,0.05,North,4,Completed
201480,2025-12-07,5241,1036,1,261.19,0,West,6,Completed
201481,2024-05-18,5050,1006,2,210.98,0,East,4,Returned
201482,2025-03-27,5419,1047,1,213.95,0.15,South,7,Completed
201483,2024-12-13,5291,1045,5,106.84,0,South,,Cancelled
201484,2024-06-02,5154,1051,6,236.49,0.2,South,4,Completed
201485,2024-12-29,5150,1011,4,36.44,0,North,3,Completed
201486,2024-09-15,5087,1047,1,212.54,0.05,North,3,Completed
201487,2024-02-23,5464,1022,3,40.68,0,West,3,Completed
201488,2025-11-06,5140,1059,2,142.87,0,East,4,Completed
201489,2024-11-05,5377,1003,6,245.08,0,West,4,Completed
201490,2024-12-09,5357,1049,2,23.88,0.2,East,4,Completed
201491,2024-09-24,5068,1045,2,118.01,0,West,6,Completed
201492,2025-06-05,5044,1041,1,48.42,0,South,3,Returned
201493,2024-03-07,5091,1048,4,322.51,0.1,West,1,Completed
201494,2025-09-24,5007,1044,2,147.19,0.2,East,4,Completed
201495,2025-09-19,5170,1014,3,35.75,0,North,2,Completed
201496,2024-01-04,5047,1012,3,232.84,0,North,3,Completed
201497,2024-07-16,5321,1068,1,203.91,0.2,South,2,Completed
201498,2025-03-29,5148,1008,1,111.46,0,South,2,Completed
201499,2025-12-17,5278,1025,4,208.86,0,West,5,Completed
201500,2025-02-08,5117,1021,3,115.0,0.05,North,3,Completed
201501,2024-12-19,5219,1033,2,162.36,0.05,North,3,Completed
201502,2024-03-07,5387,1021,2,108.43,0.15,West,5,Completed
201503,2025-11-21,5221,1011,3,35.79,0,North,2,Completed
201504,2025-12-15,5302,1047,3,195.65,0,West,5,Completed
201505,2025-05-06,5231,1046,1,71.07,0,East,5,Completed
201506,2024-02-13,5117,1022,2,37.38,0.15,North,5,Completed
201507,2025-04-19,5484,1052,2,330.89,0,North,3,Completed
201508,2024-05-22,5487,1004,2,146.08,0.15,West,3,Completed
201509,2024-06-03,5223,1023,1,197.71,0,East,2,Completed
201510,2024-01-23,5173,1026,1,69.19,0.1,West,3,Completed
201511,2025-09-13,5098,1063,2,212.84,0.15,East,7,Completed
201512,2024-04-18,5031,1046,1,68.75,0,South,2,Completed
201513,2024-08-09,5483,1064,1,94.31,0,North,4,Completed
201514,2025-09-18,5351,1055,1,278.69,0,North,5,Completed
201515,2025-01-13,5443,1017,2,74.51,0,West,3,Completed
201516,2025-12-05,5484,1042,5,17.64,0,North,8,Completed
201517,2025-07-22,5403,1036,4,259.81,0.05,South,7,Completed
201518,2025-12-26,5401,1030,1,137.59,0.1,East,3,Completed
201519,2025-06-07,5010,1041,2,45.78,0,West,4,Returned
201520,2024-03-09,5237,1035,4,226.6,0.1,East,2,Completed
201521,2025-04-30,5435,1008,3,120.78,0,South,3,Completed
201522,2024-11-23,5075,1035,1,224.33,0.15,West,5,Completed
201523,2024-10-29,5097,1016,3,60.84,0,East,3,Completed
201524,2025-03-09,5405,1049,5,23.2,0,West,3,Completed
201525,2024-03-21,5015,1054,4,255.27,0.2,South,3,Completed
201526,2024-11-17,5081,1057,1,70.98,0,North,3,Completed
201527,2024-11-26,5084,1017,1,76.28,0.15,North,,Cancelled
201528,2024-11-18,5189,1019,2,104.4,0,East,3,Completed
201529,2025-09-19,5092,1042,1,16.89,0,South,4,Completed
201530,2024-02-27,5453,1066,3,177.08,0,North,2,Completed
201531,2024-06-16,5053,1067,1,237.54,0.1,North,,Cancelled
201532,2025-02-26,5174,1011,1,32.76,0,West,3,Completed
201533,2025-12-12,5405,1051,4,244.41,0.1,West,2,Completed
201534,2024-08-20,5467,1034,3,130.19,0.05,North,5,Completed
201535,2024-02-13,5116,1062,4,191.93,0.15,West,2,Completed
201536,2025-01-31,5164,1042,3,17.32,0,West,3,Completed
201537,2025-07-17,5343,1054,1,248.12,0,South,3,Completed
201538,2025-08-18,5179,1011,2,34.25,0.1,East,2,Returned
201539,2024-09-29,5004,1037,2,132.29,0,South,4,Completed
201540,2024-11-30,5172,1026,2,65.78,0.05,East,3,Returned
201541,2025-02-19,5496,1066,1,159.44,0,West,7,Completed
201542,2025-08-06,5106,1026,1,63.77,0.05,East,4,Completed
201543,2025-04-19,5156,1047,3,211.73,0.05,North,3,Completed
201544,2024-11-13,5262,1004,4,147.2,0.15,South,7,Completed
201545,2025-04-13,5199,1042,3,16.73,0,North,,Cancelled
201546,2025-11-14,5288,1037,1,144.31,0.05,North,5,Completed
201547,2024-01-12,5318,1007,6,155.22,0,East,,Cancelled
201548,2024-04-09,5291,1021,1,113.77,0,South,6,Completed
201549,2025-03-03,5039,1036,1,235.07,0,West,2,Completed
201550,2024-05-03,5234,1027,3,103.05,0.05,West,7,Returned
201551,2024-01-15,5244,1023,3,210.43,0,West,4,Completed
201552,2024-01-24,5140,1035,2,222.93,0.1,East,1,Completed
201553,2024-01-31,5348,1049,2,23.11,0,East,1,Completed
201554,2025-11-03,5460,1006,4,198.3,0,East,3,Completed
201555,2024-01-25,5411,1035,8,238.95,0,West,5,Completed
201556,2025-07-30,5333,1006,2,203.71,0.2,South,2,Completed
201557,2024-10-20,5435,1007,3,157.05,0,South,2,Completed
201558,2025-07-18,5338,1048,1,304.48,0.05,East,4,Completed
201559,2024-12-21,5191,1060,1,128.34,0.05,East,4,Completed
201560,2025-03-18,5209,1047,1,212.77,0,South,4,Completed
201561,2025-11-27,5231,1070,1,238.64,0.05,East,4,Completed
201562,2025-07-07,5307,1044,3,140.16,0.15,West,8,Completed
201563,2025-12-10,5406,1027,4,116.54,0.15,East,4,Completed
201564,2025-08-12,5267,1014,6,33.17,0.05,North,2,Completed
201565,2025-05-15,5364,1043,3,95.29,0.1,West,3,Completed
201566,2024-08-12,5337,1051,3,261.41,0.05,North,2,Completed
201567,2024-06-08,5330,1059,5,126.01,0,South,5,Completed
201568,2025-05-22,5259,1014,1,33.52,0.2,North,3,Completed
201569,2025-07-08,5423,1027,8,102.86,0,North,3,Completed
201570,2025-11-27,5107,1024,1,114.33,0.2,East,3,Completed
201571,2025-12-15,5207,1002,2,72.49,0,North,4,Completed
201572,2025-10-12,5471,1062,1,170.49,0,North,3,Completed
201573,2025-12-18,5016,1033,4,158.47,0.1,East,3,Completed
201574,2025-12-02,5301,1045,1,111.9,0,West,6,Completed
201575,2025-07-10,5244,1033,1,155.75,0.1,West,2,Completed
201576,2024-09-04,5195,1044,2,139.79,0,East,4,Completed
201577,2025-09-20,5232,1028,1,270.06,0,West,5,Completed
201578,2025-03-31,5479,1065,1,66.06,0,West,5,Completed
201579,2024-09-16,5275,1007,3,165.73,0,South,3,Completed
201580,2024-10-24,5084,1006,2,216.25,0.05,North,2,Completed
201581,2024-09-12,5247,1063,4,234.09,0.1,West,5,Completed
201582,2024-07-06,5023,1039,5,182.77,0.05,North,4,Completed
201583,2024-04-13,5414,1015,1,239.97,0.2,North,1,Completed
201584,2025-12-16,5255,1047,3,198.39,0.15,East,4,Completed
201585,2024-02-04,5215,1061,2,141.91,0,South,3,Completed
201586,2025-05-01,5486,1046,6,74.05,0.15,West,2,Completed
201587,2025-08-07,5083,1012,1,227.88,0.05,West,4,Completed
201588,2025-11-03,5245,1009,2,203.65,0.05,North,2,Completed
201589,2024-01-12,5069,1051,2,246.81,0,East,3,Completed
201590,2024-11-06,5272,1002,1,77.79,0.15,North,5,Returned
201591,2025-05-04,5097,1061,1,152.85,0,East,4,Completed
201592,2024-05-29,5412,1010,5,92.6,0,East,3,Completed
201593,2024-09-09,5038,1022,2,40.39,0.05,West,5,Completed
201594,2025-03-18,5209,1008,1,111.39,0,South,4,Completed
201595,2025-04-05,5192,1051,5,234.29,0.1,North,4,Completed
201596,2025-02-20,5405,1066,4,170.03,0,West,3,Completed
201597,2025-03-19,5396,1010,2,91.96,0.05,South,5,Completed
201598,2025-01-13,5396,1006,1,216.72,0.05,South,3,Completed
201599,2025-09-11,5429,1069,1,173.58,0.15,East,3,Completed
201600,2025-11-29,5447,1072,3,77.11,0.05,West,2,Completed
201601,2025-06-29,5251,1044,3,134.73,0,East,3,Completed
201602,2024-08-21,5148,1066,6,169.32,0.15,South,3,Completed
201603,2024-12-09,5157,1025,2,197.98,0,West,4,Completed
201604,2025-12-05,5394,1018,3,323.44,0,West,3,Completed
201605,2025-08-18,5409,1060,1,118.98,0.1,West,3,Completed
201606,2024-07-06,5307,1044,4,136.92,0,West,4,Returned
201607,2025-07-04,5478,1059,1,128.14,0,West,3,Completed
201608,2024-01-04,5282,1051,4,245.88,0,East,7,Completed
201609,2025-06-07,5282,1036,1,244.8,0,East,8,Completed
201610,2025-05-02,5305,1014,1,32.99,0,West,5,Completed
201611,2024-03-12,5028,1006,2,211.42,0,East,6,Completed
201612,2024-07-28,5352,1055,3,257.41,0,West,8,Completed
201613,2024-10-18,5369,1036,1,249.33,0.05,West,3,Completed
201614,2024-08-30,5283,1046,2,68.12,0,South,5,Completed
201615,2024-07-27,5423,1050,1,77.73,0,North,4,Completed
201616,2025-05-12,5499,1035,1,225.58,0,South,4,Completed
201617,2024-08-13,5457,1023,1,198.84,0.05,East,6,Completed
201618,2025-04-01,5435,1050,1,79.12,0,South,3,Completed
201619,2025-09-21,5379,1050,1,74.12,0.1,South,4,Completed
201620,2024-12-16,5224,1068,2,209.91,0.05,West,4,Completed
201621,2025-12-21,5191,1019,4,100.81,0.05,East,3,Completed
201622,2024-12-27,5112,1041,1,45.24,0,South,4,Completed
201623,2025-12-03,5241,1004,1,152.01,0.05,West,5,Returned
201624,2025-01-03,5200,1045,2,117.95,0.1,North,2,Completed
201625,2024-08-22,5131,1045,6,107.17,0,South,2,Completed
201626,2025-09-05,5300,1067,1,220.59,0,South,1,Completed
201627,2025-12-25,5118,1012,1,213.49,0.05,North,2,Returned
201628,2025-04-08,5478,1033,1,160.45,0,West,2,Completed
201629,2024-06-19,5210,1040,1,257.83,0,South,4,Completed
201630,2024-10-22,5402,1023,8,193.73,0.15,West,5,Completed
201631,2024-03-09,5101,1010,1,90.0,0.1,East,5,Completed
201632,2024-07-02,5284,1048,6,288.77,0,East,5,Completed
201633,2025-06-09,5393,1035,2,230.11,0.15,South,2,Completed
201634,2024-05-15,5241,1020,3,61.85,0,West,3,Completed
201635,2025-12-28,5233,1023,1,207.04,0.05,East,1,Completed
201636,2024-01-01,5194,1018,2,332.15,0,East,4,Completed
201637,2025-06-21,5372,1052,3,332.88,0.05,South,4,Completed
201638,2024-09-14,5429,1052,2,321.09,0.05,East,5,Completed
201639,2025-09-06,5106,1010,5,94.25,0,East,,Cancelled
201640,2024-11-02,5196,1049,1,22.62,0,North,3,Completed
201641,2025-04-05,5327,1019,4,107.3,0.1,East,3,Completed
201642,2024-01-17,5126,1019,6,103.93,0,West,4,Returned
201643,2025-04-19,5191,1027,8,104.67,0,East,4,Completed
201644,2025-01-18,5052,1038,2,217.94,0,West,3,Completed
201645,2024-12-29,5307,1038,2,226.92,0,West,5,Completed
201646,2024-12-05,5035,1046,6,75.11,0,South,2,Completed
201647,2024-10-03,5365,1072,2,76.14,0.05,South,3,Completed
201648,2024-12-21,5172,1059,1,134.91,0,East,2,Completed
201649,2025-03-19,5225,1063,1,229.06,0.1,North,4,Completed
201650,2025-01-21,5035,1020,3,60.72,0.1,South,2,Completed
201651,2024-04-05,5391,1026,1,62.32,0,West,1,Completed
201652,2025-03-04,5069,1025,2,191.01,0.1,East,4,Completed
201653,2024-01-01,5131,1027,1,112.84,0,South,,Cancelled
201654,2024-08-12,5403,1009,10,210.71,0.15,South,2,Completed
201655,2025-09-23,5236,1044,2,146.97,0,West,4,Completed
201656,2025-10-08,5281,1043,2,98.77,0.05,West,4,Completed
201657,2025-08-31,5350,1036,1,245.0,0.1,West,3,Completed
201658,2024-11-03,5482,1066,3,177.62,0,South,3,Completed
201659,2024-04-19,5442,1033,2,147.66,0.1,North,7,Completed
201660,2024-04-10,5238,1020,2,58.92,0,East,4,Completed
201661,2024-09-05,5154,1011,2,32.78,0.15,South,3,Completed
201662,2025-03-22,5456,1008,2,123.06,0,South,3,Completed
201663,2024-11-11,5190,1016,5,62.04,0,South,4,Completed
201664,2024-08-28,5208,1056,3,318.25,0,North,3,Completed
201665,2024-04-13,5193,1011,4,34.88,0,West,3,Completed
201666,2024-02-22,5048,1020,1,63.38,0,South,3,Completed
201667,2025-11-13,5352,1046,1,69.12,0.15,West,1,Completed
201668,2024-02-10,5299,1011,4,33.24,0,West,3,Completed
201669,2024-09-30,5252,1014,3,36.14,0.05,West,3,Completed
201670,2025-09-12,5034,1060,1,122.48,0.1,West,3,Completed
201671,2024-02-02,5115,1037,1,137.06,0,West,3,Completed
201672,2024-11-09,5488,1066,3,174.5,0,West,2,Completed
201673,2025-11-13,5434,1040,1,261.44,0,North,2,Completed
201674,2024-05-31,5301,1016,2,55.39,0,West,5,Completed
201675,2025-08-16,5353,1041,2,49.43,0,South,4,Completed
201676,2025-08-24,5344,1071,3,129.68,0.15,East,3,Completed
201677,2024-12-19,5201,1025,1,193.59,0.15,West,2,Completed
201678,2025-11-05,5255,1060,4,121.46,0.15,East,,Cancelled
201679,2025-12-25,5418,1042,1,16.89,0.15,West,4,Completed
201680,2024-09-13,5004,1022,2,36.52,0.2,South,6,Completed
201681,2025-09-10,5123,1066,1,161.03,0,East,1,Completed
201682,2025-12-29,5005,1047,3,191.57,0,West,5,Completed
201683,2024-07-25,5497,1065,1,67.5,0.05,North,3,Completed
201684,2025-06-25,5272,1051,3,243.99,0.05,North,,Cancelled
201685,2025-04-10,5487,1006,3,216.99,0,West,,Cancelled
201686,2024-10-18,5234,1006,2,211.63,0.05,West,3,Completed
201687,2025-04-19,5450,1054,3,250.94,0,West,4,Returned
201688,2024-11-03,5231,1034,5,141.09,0.1,East,4,Returned
201689,2024-01-05,5203,1034,1,137.21,0.2,West,3,Completed
201690,2024-03-18,5221,1007,1,158.55,0.1,North,3,Completed
201691,2025-09-06,5257,1040,2,274.72,0.05,West,4,Completed
201692,2024-08-28,5400,1015,2,226.99,0.1,West,4,Returned
201693,2024-03-22,5008,1055,1,257.0,0,West,7,Completed
201694,2024-06-22,5375,1034,3,145.29,0,East,2,Completed
201695,2024-04-09,5084,1047,1,206.74,0.2,North,4,Completed
201696,2024-05-04,5040,1020,1,61.81,0,South,5,Completed
201697,2024-07-02,5484,1035,2,241.24,0,North,5,Completed
201698,2024-05-05,5239,1066,3,164.81,0.1,South,2,Completed
201699,2024-07-12,5091,1050,1,81.11,0,West,5,Completed
201700,2024-03-05,5407,1012,2,232.05,0.05,South,2,Completed
201701,2024-01-31,5474,1045,2,106.39,0.1,East,4,Completed
201702,2024-08-05,5416,1052,3,324.66,0,East,4,Completed
201703,2025-11-03,5500,1030,4,137.05,0.05,West,3,Returned
201704,2024-02-12,5189,1026,1,62.09,0.05,East,4,Completed
201705,2025-03-01,5191,1044,1,138.2,0,East,2,Completed
201706,2025-07-28,5050,1067,3,225.53,0,East,4,Completed
201707,2024-05-02,5390,1044,1,135.6,0.1,South,3,Completed
201708,2024-10-27,5421,1055,1,276.61,0.15,East,8,Completed
201709,2025-01-23,5357,1034,1,146.62,0.1,East,,Cancelled
201710,2025-01-07,5500,1068,1,188.89,0,West,8,Completed
201711,2025-12-29,5168,1024,1,116.96,0.05,West,2,Completed
201712,2024-09-27,5059,1013,1,129.32,0,North,4,Completed
201713,2024-02-20,5041,1030,5,138.53,0.05,East,5,Completed
201714,2025-08-14,5416,1071,2,129.71,0.15,East,2,Completed
201715,2024-11-15,5207,1006,2,197.97,0.05,North,1,Returned
201716,2025-08-25,5036,1013,5,133.14,0,East,3,Completed
201717,2024-06-11,5055,1034,2,130.72,0.1,West,2,Completed
201718,2025-10-07,5333,1014,2,33.0,0.1,South,5,Completed
201719,2024-09-01,5421,1066,1,163.03,0.05,East,,Cancelled
201720,2025-05-19,5407,1025,1,204.21,0,South,2,Completed
201721,2024-12-18,5271,1038,10,215.88,0,South,3,Completed
201722,2025-12-24,5316,1016,3,62.18,0,North,3,Completed
201723,2025-12-08,5098,1033,1,145.72,0.05,East,4,Completed
